c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts
,,,,0004,,,,,Периметр,XPG_0004,Длина замкнутого контура плоской фигуры,"Научно-технический энциклопедический словарь
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 18 14,,,
,,,,0005,,,,,Площадь,XPG_0005,"Числовая характеристика двумерной поверхности, как правило, вычисляемая на основе произведения размеров двух ее сторон.","ГОСТ Р 57271.6-2016
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 18 15,,,
,,,,0006,,,,,Наружный диаметр,XPG_0006,Диаметр верхней окружности,"ГОСТ 28500-90
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 70 13,,,
,,,,0007,,,,,Объем,XPG_0007,"Числовая характеристика трехмерного объекта, как правило, вычисляемая на основе произведения размеров трех его сторон.","ГОСТ Р 57271.6-2016
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 18 16,,,
,,,,0008,,,,,Глубина,XPG_0008,"Вертикальный габарит, отсчитываемый вниз от условного нулевого уровня",ГОСТ Р ИСО 6707-1-2020,Числовой,,,,,,
,,,,0009,,,,,Поперечное сечение,XPG_0009,Сечение под прямым углом к продольной оси,"ГОСТ Р 58331.1-2018 
 Справочник технического переводчика",Текстовый,,,,,,
,,,,0010,,,,,Диаметр,XPG_0010,"Отрезок прямой, соединяющий две точки окружности и проходящий через ее центр","Большой энциклопедический словарь. 2000
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 60 13,,,
,,,,0011,,,,,Поперечный уклон,XPG_0011,"Уклон поверхности, перпендикулярный направлению движения",СП 59.13330.2020,Числовой,,,,,,
,,,,0012,,,,,Продольный уклон,XPG_0012,"Уклон поверхности, параллельный направлению движения",СП 59.13330.2020,Числовой,,,,,,
,,,,0013,,,,,Толщина,XPG_0013,"Линейный габаритный размер, измеряемый перпендикулярно плоскости длины и ширины","ГОСТ Р ИСО 6707-1-2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,"ПР 40 60 19
ПР 40 70 17
ПР 60 15 15 12
ПР 60 15 15 15
ПР 60 15 15 17",,,
,,,,0014,,,,,Толщина слоя,XPG_0014,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,Числовой,,,ПР 50 10 15,,,
,,,,0015,,,,,Угол наклона,XPG_0015,"Максимальный угол относительно горизонтали, под которым движутся ступени, пластины или лента","ГОСТ 33966.1-2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128   ",Числовой,,,ПР 40 18 17,,,
,,,,0016,,,,,Уклон,XPG_0016,Цифровое обозначение отношения разности высот двух точек какой-либо поверхности к горизонтальному расстоянию между ними,"Рабочая документация для строительства. Выпуск I. Общие требования
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,"ПР 40 18 18
ПР 40 45 12",,,
,,,,0017,,,,,Допуск геометрического параметра,XPG_0017,Абсолютное значение разности предельных значений геометрического параметра,ГОСТ Р 58938-2020,Числовой,,,,,,
,,,,0018,,,,,Радиус,XPG_0018,Расстояние от центра круга до окружности,ГОСТ IEC 60050-113-2015,Числовой,,,,,,
,,,,0019,,,,,Протяженность,XPG_0019,,СП 18.13330.2019,Числовой,,,,,,
,,,,0020,,,,,Высота в свету,XPG_0020,"Наименьшее вертикальное расстояние над осевой линией, свободное от всех препятствий (таких как перекладины, стояки и т.п.)",ГОСТ Р ИСО 14122-3-2009,Числовой,,,,,,
,,,,0021,,,,,Отклонения формы,XPG_0021,"Отклонение от плоскостности, прямолинейности, формы поперечного сечения","СП 34.13330.2021 
ГОСТ 33475-2015 
ГОСТ 26877-2008",Из списка,"Волнистость 
Коробоватость 
Прогиб в плоскости поперечного сечения 
Выпуклость 
Вогнутость 
Разнотолщинность 
Уширение",,,,,
,,,,0022,,,,,Перепад высот,XPG_0022,Разница уровней между верхней и нижней точками наклонной поверхности,ГОСТ Р ИСО 6707-1-2020,Числовой,,,,,,
,,,U,,,,,Пользовательские,,XPGU,,,,,,,,,
,,T,,,,,Теплотехнические,,,XPT_,,,,,,,,,
,,,,0001,,,,,Теплостойкость,XPT_0001,"Относительная величина, характеризующая способность материала сохранять свои прочностные качества после воздействия на него в течение определенного времени определенной повышенной температуры, характерной для режимов укладки горячих асфальтобетонных смесей",ГОСТ Р 55029-2020  ,Числовой,,,,,,
,,,,0002,,,,,Теплопроводность,XPT_0002,"Теплофизическая характеристика материала, отражающая его свойство передавать теплоту за счет теплопроводности и численно равная плотности теплового потока через поверхность, перпендикулярную тепловому потоку в материале при градиенте температуры в 1 Вт/К.",ГОСТ 33160-2014,Числовой,,,,,,
,,,,0003,,,,,Теплоемкость,XPT_0003,"Количество теплоты, которое надо передать телу, чтобы нагреть его на 1°С (К)","ГОСТ Р ИСО 7345-2021
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 75 13,,,
,,,,0004,,,,,Термическая стойкость,XPT_0004,"Способность жесткой ошиновки (а также аппаратов, электрических машин и другого электрооборудования) выдерживать без повреждений, препятствующих дальнейшей эксплуатации, тепловое воздействие токов КЗ.",СТО 56947007-29.060.10.117-2012,Текстовый,,,,,,
,,,,0005,,,,,Паропроницаемость,XPT_0005,"Свойство материала или наружного ограждения, отражающее его способность к паропроницанию.",ГОСТ Р 55656-2013,Текстовый,,,,,,
,,,,0006,,,,,Гигроскопичность,XPT_0006,Свойство материалов поглощать влагу из воздуха,"Строительные материалы и изделия. (учебник), Л.и Н. Поповы. Москва, 2007 г. 
РД 01.120.00 КТН 228 06",Текстовый,,,,,,
,,,,0007,,,,,Температура по Цельсию,XPT_0007,"Величина, определенная как разность термодинамической температуры T и значения 273,15 K, таким образом, t=T- 273,15 K",,Числовой,,,,,,
,,,,0008,,,,,Температура по Кельвину,XPT_0008,,,Числовой,,,,,,
,,,,0009,,,,,Минимальная температура воды,XPT_0009,"Указывается минимальную температуру воды на входе в соответствии с Паспортом изделия, согласно ГОСТ 30735-2001","СП 333.1325800.2020 
ГОСТ 30735-2001",Числовой,,,,,,
,,,,0010,,,,,Максимальная температура воды,XPT_0010,"Указывается максимальную температуру воды в соответствии с Паспортом изделия, согласно ГОСТ 30735-2001","СП 333.1325800.2020
ГОСТ 30735-2001",Числовой,,,,,,
,,,,0011,,,,,Текущая температура воды,XPT_0011,,СП 90.13330.2012,Числовой,,,,,,
,,,U,,,,,Пользовательские,,XPTU,,,,,,,,,
,,M,,,,,Физико-механические,,,XPM_,,,,,,,,,
,,,,0001,,,,,Водонепроницаемость,XPM_0001,Способность материала не пропускать воду до достижения односторонним гидростатическим давлением определенной величины.,"СТО НОСТРОЙ 2.27.123-2013
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ",Числовой,,,ПР 50 25 12,,,
,,,,0002,,,,,Материал,XPM_0002,"Вещество, используемое для создания изделий или объектов капитального строительства",ГОСТ Р ИСО 6707-1-2020,Текстовый,,,,,"<Com>
<CPr>",
,,,,0007,,,,,Коэффициент сцепления,XPM_0007,"Отношение максимального касательного усилия, действующего вдоль дороги на площади контакта сблокированного колеса с дорожным покрытием, к нормальной реакции в площади контакта колеса с покрытием",ГОСТ 30413-96,Числовой,,,,,,
,,,,0008,,,,,Морозостойкость,XPM_0008,"Относительная величина, характеризующая способность материала сохранять свои прочностные качества после воздействия на него определенного числа циклов замораживания и оттаивания в водной среде","ГОСТ Р 55029-2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ",Текстовый,,,ПР 50 25 13,,,
,,,,0009,,,,,Относительная влажность воздуха,XPM_0009,"Отношение парциального давления водяного пара, содержащегося в воздухе при данной температуре, к давлению насыщенного водяного пара при той же температуре", СП 23-101-2004,Числовой,,,,,,
