Класс,Подкласс 1,Подкласс 2,Тип (%%),Наименование компонента,Определение компонента,Источник,Критерии определения подклассов,IFC-entity,IFC-Predefined Type,КСР,МССК,ПСК,Примечание,Синонимы,УИН
,,CLG,,скамья,"Изделие мебели для сидения и лежания, рассчитанное на размещение сидя двух и более человек, с сиденьем, имеющим обивку или без нее, установленным на ножках или на опоре в виде корпуса, со спинкой и подлокотниками или без них.", ГОСТ 20400-2013,,IfcFurniture,,,ЭЛ 40 60 10 33,,,,KSI060000881
,,CLH,,стол обеденный,"Стол с цельной или раздвижной столешницей, установленный на высоте, удобной для приема пищи сидя за ним.", ГОСТ 20400-2013,,IfcFurniture,TABLE,,ЭЛ 40 60 10 23,,,,KSI060000882
,,CLJ,,стол письменный,"Стол, предназначенный для выполнения письменных работ и аналогичных занятий сидя.", ГОСТ 20400-2013,,IfcFurniture,DESK,,ЭЛ 40 60 10 23,,,,KSI060000883
,CM_,,,закрытый стационарный объект для хранения или размещения,объект для хранения веществ или вещей в закрытом стационарном корпусе,ISO 81346-2:2019,Вид хранимых веществ,,,,,,,,KSI060000119
,,CMA,,закрытый резервуар,закрытый стационарный объект для хранения жидкостей,Большая строительная энциклопедия stroi.gov.ru,,IfcTank,VESSEL,,"ЭЛ 40 50 10 10
ЭЛ 40 50 10 36",,,,KSI060000120
,,CMB,,шкаф,"закрытый стационарный объект для хранения объектов
-
Изделие мебели, предназначенное для хранения и (или) демонстрации различных вещей и предметов, с корпусом, передний фасад которого не менее чем наполовину закрыт глухими, остекленными или полностью стеклянными дверями, с выдвижными ящиками или без них","ГОСТ 20400-2013
",,IfcFurniture,FILECABINET,,"ЭЛ 40 50 60 40
ЭЛ 40 50 60 50
ЭЛ 40 60 10 26",,,,KSI060000121
,,CMC,,тумба,"Мебельное изделие с корпусом, имеющим в плане прямоугольную, круглую, полукруглую, овальную форму или форму многоугольника, с выдвижными ящиками или без них, фасады которого полностью или частично закрыты лицевыми стенками этих ящиков и глухими, остекленными или полностью стеклянными дверями, а также с корпусом с открытыми полками, не имеющим дверей, предназначенное для хранения и (или) демонстрации различных вещей и предметов, высота которого не превышает уровня середины груди человека среднего роста.", ГОСТ 20400-2013,,IfcFurniture, ,,ЭЛ 40 60 10 25,,,,KSI060000884
,CN_,,,перемещаемый объект для хранения,объект для хранения веществ или людей в подвижном закрытом корпусе,ISO 81346-2:2019,Вид хранимых веществ,,,,,,,,KSI060000122
,,CNA,,контейнер,"подвижный объект для хранения твердых веществ
-
Тара для транспортировки груза, легко передающаяся с одного вида транспорта на другой.",ГОСТ Р ИСО 17261-2014,,IfcBuildingElementProxy,USERDEFINED,,,,,,KSI060000123
,,CNB,,газовый баллон,"передвижной объект для хранения газа
-
Сосуд, имеющий одну или две горловины для установки вентилей, фланцев или штуцеров, предназначенный для транспортирования (транспортировки), хранения и использования сжатых, сжиженных или растворенных под давлением газов","СТО 17330282.27.010.001-2008
",,IfcTank,PRESSUREVESSEL,,ЭЛ 40 15 42 10,,,,KSI060000124
,,CNC,,цистерна,"передвижной объект для хранения жидкости
-
Емкость, оборудованная трубопроводами и арматурой, предназначенная для размещения перевозимых грузов.",ГОСТ Р 52202-2004,,IfcTank,VESSEL,,ЭЛ 40 50 10 47,,,,KSI060000125
,CP_,,,объект хранения тепловой энергии,объект для хранения тепловой энергии,"ISO 81346-2:2019
",Вид тепловой энергии,,,,ЭЛ 40 15 37,,,,KSI060000126
,,CPA,,тепловой жидкостный накопитель,объект для хранения тепловой энергии жидкости,,,IfcSpaceHeater,RADIATOR,,ЭЛ 40 50 10 26,,,,KSI060000127
,,CPB,,тепловой газовый накопитель,объект для хранения тепловой энергии газа,,,IfcTank,STORAGE,,,,,,KSI060000128
,,CPC,,тепловой твердотельный накопитель,объект для хранения тепловой энергии твердого вещества,,,IfcTank,STORAGE,,,,,,KSI060000129
,,CPD,,тепловой твердо-газовый накопитель,"объект для хранения тепловой энергии вещества, изменяющего свое состояние",,,IfcTank,STORAGE,,,,,,KSI060000130
