c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts,synonyms,ksi_uin
,,,,0040,,,,,Подъем,CPG_0040,"Вертикальное расстояние между поверхностями двух смежных проступей, между проступью и полом или между проступью и лестничной площадкой",ГОСТ Р ИСО 6707-1-2020,Числовой,,,,,<Com>,,,KSI210002068
,,,,0041,,,,,Размер отступки открытой,CPG_0041,"Расстояние от наружной поверхности печи или дымового канала (трубы) до стены или перегородки, мм",СП 7.13130.2013,Числовой,,,,,<Com>,,,KSI210002069
,,,,0042,,,,,Размер отступки закрытой,CPG_0042,"Расстояние от наружной поверхности печи или дымового канала (трубы) до стены или перегородки, мм",СП 7.13130.2013,Числовой,,,,,<Com>,,,KSI210002070
,,,,0043,,,,,Стыковой зазор,CPG_0043,"Расстояние между лицевыми поверхностями стыка соединяемых компонентов , то есть ширина стыкового зазора, учитываемая в целях подгонки элементов",ГОСТ Р ИСО 6707-1-2020,Числовой,,,,,<Com>,,,KSI210002130
,,,,0044,,,,,Длина опирания,CPG_0044,,,Числовой,,,,,<Com>,,,KSI210002151
,,,,0045,,,,,Сторона опирания,CPG_0045,,,Из списка,"По двум сторонам
По трем сторонам
По четырем сторонам
По противоположным сторонам",,,,<Com>,,,KSI210002152
,,,U,,,,,Пользовательские,,CPGU,,,,,,,,,,,KSI210000968
,,T,,,,,"Теплотехнические, температурные",,,CPT_,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Числовой,,,ПР 40 14,,,,,KSI210000969
,,,,0001,,,,,Теплопроизводительность теплогенератора,CPT_0001,"Количество теплоты, передаваемое теплоносителем в единицу времени",СП 60.13330.2020,Числовой,,,,,<Com>,EMA,,KSI210000970
,,,,0002,,,,,Среднегодовая температура многолетнемерзлых грунтов,CPT_0002,Температура грунта на глубине нулевых годовых амплитуд (10 - 15 м).,СП 354.1325800.2017,Числовой,,,,,<Com>,,,KSI210000971
,,,,0003,,,,,Температура начала замерзания (оттаивания),CPT_0003,"Температура, при которой в порах грунта появляется (исчезает) лед",СП 354.1325800.2017,Числовой,,,,,<Com>,,,KSI210000972
,,,,0004,,,,,Сопротивление теплопередаче,CPT_0004,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Числовой,,,ПР 40 14 10,,<Com>,,,KSI210000973
,,,,0005,,,,,Сопротивление воздухопроницанию,CPT_0005,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Числовой,,,ПР 40 14 12,,<Com>,,,KSI210000974
,,,,0006,,,,,Сопротивление антенны,CPT_0006,Сопротивление в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,TFB,,KSI210000975
,,,U,,,,,Пользовательские,,CPTU,,,,,,,,,,,KSI210000976
,,M,,,,,Физико-механические,,,CPM_,,,,,,,,,,,KSI210000977
,,,,0001,,,,,Коэффициент уплотнения грунта,CPM_0001,"Отношение объемов материала до и после транспортирования, характеризующее степень его уплотнения при транспортировании",ГОСТ 10832-2009,Числовой,,,,,<Com>,"UU_
UCB",,KSI210000978
,,,,0002,,,,,Начальная просадочная влажность,CPM_0002,"Минимальная влажность, при которой от внешней нагрузки и (или) собственного веса грунта проявляются его просадочные свойства и относительная просадочность εsl = 0,01",ГОСТ 23161-2012,Числовой,,,,,<Com>,"UU_
UCB",,KSI210000979
,,,U,,,,,Пользовательские,,CPMU,,,,,,,,,,,KSI210000980
,,C,,,,,Физико-химические,,,CPC_,,,,,,,,,,,KSI210000981
,,,U,,,,,Пользовательские,,CPCU,,,,,,,,,,,KSI210000982
,,E,,,,,Электротехнические,,,CPE_,,,,,,,,,,,KSI210000983
,,,,0001,,,,,Номинальная частота,CPE_0001,"Частота тока питания, на которую рассчитан аппарат, которой соответствуют его характеристики.",СП 256.1325800.2016,Числовой,,,,,<Com>,,,KSI210000984
,,,,0002,,,,,Номинальное рабочее напряжение аппарата,CPE_0002,"Значение напряжения, в сочетании с номинальным рабочим током определяющее его назначение, на которое ориентируются при проведении соответствующих испытаний и установлении категории применения.",СП 256.1325800.2016,Числовой,,,,,<Com>,,,KSI210000985
,,,,0003,,,,,Номинальный длительный ток аппарата,CPE_0003,"Значение тока, указанное изготовителем, который может проводить аппарат в продолжительном режиме.",СП 256.1325800.2016,Числовой,,,,,<Com>,,,KSI210000986
,,,,0004,,,,,Номинальный коэффициент напряжения,CPE_0004,"Коэффициент, на который следует умножать номинальное первичное напряжение, чтобы найти максимальное напряжение, при котором трансформатор соответствует требованиям по нагреву в течение установленного времени и по классу точности",ГОСТ 1983-2015,Числовой,,,,,<Com>,,,KSI210000987
,,,,0005,,,,,Номинальный рабочий ток аппарата,CPE_0005,"Ток, указанный изготовителем с учетом номинального рабочего напряжения, номинальной частоты, номинального режима (продолжительный, восьми часовой, повторно-кратковременный), категории применения и типа защитной оболочки (при наличии).",СП 256.1325800.2016,Числовой,,,,,<Com>,,,KSI210000988
,,,,0006,,,,,Номинальный ток аппарата,CPE_0006,"Интервал рабочих токов, указанный изготовителем с учетом номинального и рабочего напряжения, номинальной частоты, номинального режима, категории применения и типа защитной оболочки (при наличии).",СП 256.1325800.2016,Числовой,,,,,<Com>,,,KSI210000989
,,,,0007,,,,,Номинальный ток отключения предохранителя,CPE_0007,"Наибольшее действующее значение периодической составляющей ожидаемого тока в момент, соответствующий моменту возникновения дуги, которое предохранитель способен отключить при нормированных характеристиках защищаемой предохранителем эклектической цепи.",ГОСТ 2213-79,Числовой,,,,,<Com>,,,KSI210000990
,,,,0008,,,,,Выходная мощность генератора,CPE_0008,Выходная мощность в соответствии с Паспортом изделия согласно ГОСТ 33115-2014,"СП 333.1325800.2020
 ГОСТ 33115-2014",Числовой,,,,,<Com>,"GAA
GAB",,KSI210000991
,,,,0009,,,,,Выходная мощность солнечной батареи,CPE_0009,Выходная мощность в соответствии с Паспортом изделия согласно ГОСТ Р 51597-2000,"СП 333.1325800.2020
ГОСТ Р 51597-2000",Числовой,,,,,<Com>,GC,,KSI210000992
,,,,0010,,,,,Выходное напряжение элемента,CPE_0010,Выходная мощность в соответствии с Паспортом изделия согласно ГОСТ 33115-2014,"СП 333.1325800.2020
 ГОСТ 33115-2014",Числовой,,,,,"<Com>
<CPr>",*,,KSI210000993
,,,,0011,,,,,Выходное напряжение солнечной батареи,CPE_0011,Выходная мощность в соответствии с Паспортом изделия согласно ГОСТ Р 51597-2000,"СП 333.1325800.2020
ГОСТ Р 51597-2000",Числовой,,,,,<Com>,GC,,KSI210000994
,,,,0012,,,,,Выходное напряжение аккумулятора,CPE_0012,,СП 333.1325800.2020,Числовой,,,,,,,,KSI210000995
,,,,0013,,,,,Выходной ток генератора,CPE_0013,,СП 333.1325800.2020,Числовой,,,,,<Com>,"GAA
GAB",,KSI210000996
,,,,0014,,,,,Выходной ток солнечной батареи,CPE_0014,,СП 333.1325800.2020,Числовой,,,,,<Com>,GC,,KSI210000997
,,,,0015,,,,,Частота пульсаций выпрямителя,CPE_0015,Частота пульсации в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,TBA,,KSI210000998
