c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts
,,,,0014,,,,,Истинная плотность,XPM_0014,"Масса единицы объема материала в абсолютно плотном состоянии, т.е. без пор и пустот.",ГОСТ 32821-2014,Числовой,,,,,,
,,,,0015,,,,,Средняя плотность,XPM_0015,"Отношение массы материала ко всему занимаемому им объему, включая имеющиеся в нем пустоты и поры.","ГОСТ 32815-2014
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 50 25 14,,,
,,,,0016,,,,,Насыпная плотность,XPM_0016,Масса единицы объема материала в насыпном (неуплотненном) состоянии.,ГОСТ 32822-2014,Числовой,,,,,,
,,,,0017,,,,,Пористость,XPM_0017,Относительное содержание пор и пустот в объеме материала.,ГОСТ 32821-2014,Числовой,,,,,,
,,,,0018,,,,,Пустотность,XPM_0018,Содержание воздушных пустот между зернами щебня в единице объема.,ГОСТ Р 58402.5-2019,Числовой,,,,,,
,,,,0019,,,,,Сыпучесть,XPM_0019,Способность материала равномерно истекать через отверстие заданного диаметра,Большая Энциклопедия Нефти и Газа,Текстовый,,,,,,
,,,,0020,,,,,Удельная поверхность,XPM_0020,Суммарная поверхность всех зерен в единице объема или массы,"Зимакова Г.А. Гипсовые вяжущие, материалы и изделия на их основе. Учебно-методическое пособие.  — Тюмень: РИО ФГБОУ ВПО ТюмГАСУ, 2014 г. — 89 с.",Числовой,,,,,,
,,,,0021,,,,,Влажность,XPM_0021,"Отношение массы влаги, содержащейся в материале, к массе сухой части этого материала",ГОСТ Р 8.621-2006,Числовой,,,,,,
,,,,0022,,,,,Прочность,XPM_0022,Свойство детали или конструкции воспринимать воздействие внешних сил без разрушения и без изменения геометрических размеров вследствие пластических деформаций.,ГОСТ 32209-2013,Текстовый,,,,,,
,,,,0023,,,,,Пластичность,XPM_0023,"Свойство твердых тел под воздействием внешних сил изменять, не разрушаясь, свою форму и размеры, а также сохранять остаточные (пластические) деформации после устранения этих сил.",ОДМ 218.3.100-2017,Текстовый,,,,,,
,,,,0024,,,,,Упругость,XPM_0024,"Способность материала, изделия или конструкции, которая позволяет им восстанавливать свою первоначальную форму после прекращения действия усилия, вызывающего их временную деформацию",ГОСТ Р ИСО 6707-1-2020,Текстовый,,,,,"<CPr>
<CMa>",
,,,,0025,,,,,Коэффициент Пуассона,XPM_0025,Абсолютная величина отношения поперечной и продольной относительной деформации образца.,ГОСТ Р 58401.7-2019,Числовой,,,,,,
,,,,0026,,,,,Текучесть,XPM_0026,Свойство материала пластически или вязко деформироваться под действием напряжений.,ГОСТ 32872-2014,Текстовый,,,,,,
,,,U,,,,,Пользовательские,,XPMU,,,,,,,,,
,,C,,,,,Физико-химические,,,XPC_,,,,,,,,,
,,,,0001,,,,,Грибостойкость,XPC_0001,"Комплексный показатель, определяемый по ГОСТ 9.049, характеризующий способность геосинтетического материала сопротивляться воздействию плесневых грибов, и его фунгицидные качества.",ГОСТ Р 55029-2020  ,Текстовый,,,,,,
,,,,0002,,,,,Коррозионная стойкость,XPC_0002,Способность металла противостоять коррозии в данной коррозионной системе (ИСО 8044),"СТО 0059-2008 (18817144, 02494680)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Текстовый,,,ПР 40 90 14,,,
,,,,0003,,,,,Биостойкость,XPC_0003,Способность древесины и органических материалов на ее основе сохраняться без разложения при воздействии грибов и древоточцев (насекомых и моллюсков) в течение длительного времени,ГОСТ Р 56705-2015,Текстовый,,,,,,
,,,,0004,,,,,Радиационная стойкость,XPC_0004,"Способность материалов сохранять исходный химический состав, структуру и свойства в процессе и (или) после воздействия ионизирующих излучений",Химическая энциклопедия. — М.: Советская энциклопедия. Под ред. И. Л. Кнунянца. 1988,Текстовый,,,,,,
,,,U,,,,,Пользовательские,,XPCU,,,,,,,,,
,,E,,,,,Электротехнические,,,XPE_,,,,,,,,,
,,,,0001,,,,,Удельная (электрическая) проводимость,XPE_0001,"Величина, характеризующая электропроводность вещества, скалярная для изотропного вещества и тензорная для анизотропного вещества, произведение которой на напряженность электрического поля равно плотности электрического тока проводимости",ГОСТ Р 52002-2003,Числовой,,,,,"<Com>
<Are>",
,,,,0002,,,,,Удельное (электрическое) сопротивление,XPE_0002,"Величина, характеризующая электропроводность вещества, скалярная для изотропного вещества и тензорная для анизотропного вещества, произведение которой на плотность электрического тока проводимости равно напряженности электрического поля",ГОСТ Р 52002-2003,Числовой,,,,,"<Com>
<Are>",
,,,,0003,,,,,Частота электрического тока,XPE_0003,"Величина, обратная периоду электрического тока.",ГОСТ Р 52002-2003,Числовой,,,,,"<Com>
<Are>",
,,,,0004,,,,,Электрическая мощность,XPE_0004,"Физическая величина, характеризующая скорость передачи или преобразования электрической энергии",ГОСТ Р 54130-2010,Числовой,,,,,"<Com>
<Are>",
,,,,0005,,,,,Выходное напряжение,XPE_0005,"Напряжение на выходных зажимах измерительной аппаратуры, с которых эта аппаратура должна или может выдавать электрическую энергию",ГОСТ Р 54127-1-2010,Числовой,,,,,"<Com>
<Are>",
,,,,0006,,,,,Выходной ток,XPE_0006,"Значение постоянного тока или амплитудное значение переменного тока, который может протекать в соединительных устройствах электрооборудования",ГОСТ Р МЭК 60050-426-2011,Числовой,,,,,"<Com>
<Are>",
,,,,0007,,,,,Диапазон выходной частоты до,XPE_0007,"Верхний диапазон выходной частоты, указанный изготовителем", ГОСТ 12.2.013.0-91,Числовой,,,,,"<Com>
<Are>",
,,,,0008,,,,,Диапазон выходной частоты от,XPE_0008,"Нижний диапазон выходной частоты, указанный изготовителем", ГОСТ 12.2.013.0-91,Числовой,,,,,"<Com>
<Are>",
,,,,0009,,,,,Перегрузочная способность,XPE_0009,"Кратность мощности в условиях кратковременной нагрузки по отношению к номинальной, которая определяется способностью электрической машины или трансформатора выдерживать такую нагрузку без нарушения условий нормальной работы","Общая электротехника: Учеб. пособие для неэлектротехн. специальностей вузов / Под ред. А. Т. Блажкина. - 2-е изд., перераб. - Ленинград : Энергия. Ленингр. отд-ние, 1971. - 543 с. : черт.; 22 см",Числовой,,,,,"<Com>
<Are>",
